CityName,StimuliFile,CityImage,StreetSign,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,learning_instructions_text.started,learning_instructions_text.stopped,intro_key.keys,intro_key.rt,intro_key.started,intro_key.stopped,cityname_text.started,cityname_text.stopped,city_image.started,city_image.stopped,plate.started,plate.stopped,city_text.started,city_text.stopped,street_text.started,street_text.stopped,learning_image.started,learning_image.stopped,fx_cross.started,fx_cross.stopped,short_break_text.started,short_break_text.stopped,short_break_key.keys,short_break_key.started,short_break_key.stopped,short_break_key.rt,test_text.started,test_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,plate_test.started,plate_test.stopped,city_text_test.started,city_text_test.stopped,street_text_test.started,street_text_test.stopped,test_question.started,test_question.stopped,test_key_resp.keys,test_key_resp.started,test_key_resp.stopped,button_image.started,button_image.stopped,plate_verbal.started,plate_verbal.stopped,street_text_verbal.started,street_text_verbal.stopped,city_text_verbal.started,city_text_verbal.stopped,question_verbal.started,question_verbal.stopped,verbal_test_key_resp.keys,verbal_test_key_resp.started,verbal_test_key_resp.stopped,test_key_resp.rt,verbal_test_key_resp.rt,break_text.started,break_text.stopped,break_key_resp.keys,break_key_resp.rt,break_key_resp.started,break_key_resp.stopped,end_text.started,end_text.stopped,participant,date,expName,psychopyVersion,frameRate
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,POHÁR UTCA,stimuli/scenes/062a.jpg,scene,1,stimuli/scenes/064a.jpg,stimuli/scenes/064a.jpg,stimuli/scenes/006b.jpg,stimuli/scenes/006a.jpg,stimuli/scenes/064b.jpg,target,dist2,dist1,lure,0,0,0,0,0,9,9,38,,,,,,,,,,,,,,,75.98537771,None,75.98537771,None,75.98537771,None,75.98537771,None,78.95726707,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,MANDARIN UTCA,stimuli/scenes/047a.jpg,scene,1,stimuli/scenes/024a.jpg,stimuli/scenes/024a.jpg,stimuli/scenes/024b.jpg,stimuli/scenes/069a.jpg,stimuli/scenes/069b.jpg,target,lure,dist1,dist2,0,0,0,0,0,10,10,60,,,,,,,,,,,,,,,79.99751661,None,79.99751661,None,79.99751661,None,79.99751661,None,82.97639429,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,ZSÁLYA UTCA,stimuli/objects/034a.jpg,object,2,stimuli/scenes/117a.jpg,stimuli/scenes/117b.jpg,stimuli/scenes/001b.jpg,stimuli/scenes/117a.jpg,stimuli/scenes/001a.jpg,lure,dist2,target,dist1,0,0,0,0,0,11,11,33,,,,,,,,,,,,,,,84.04348183,None,84.04348183,None,84.04348183,None,84.04348183,None,86.99207058,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,LÁNDZSA UTCA,stimuli/scenes/041a.jpg,scene,1,stimuli/scenes/116a.jpg,stimuli/scenes/116b.jpg,stimuli/scenes/116a.jpg,stimuli/objects/100a.jpg,stimuli/objects/100b.jpg,lure,target,dist1,dist2,0,0,0,0,0,12,12,32,,,,,,,,,,,,,,,88.02562134,None,88.02562134,None,88.02562134,None,88.02562134,None,90.99768829,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,PÉKSÉG UTCA,stimuli/objects/030a.jpg,object,0,stimuli/objects/030a.jpg,stimuli/objects/030a.jpg,stimuli/objects/073a.jpg,stimuli/objects/030b.jpg,stimuli/objects/073b.jpg,target,dist1,lure,dist2,0,0,0,0,0,13,13,48,,,,,,,,,,,,,,,92.0366739,None,92.0366739,None,92.0366739,None,92.0366739,None,95.00831974,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TEHÉN UTCA,stimuli/objects/006a.jpg,object,1,stimuli/objects/017a.jpg,stimuli/objects/017a.jpg,stimuli/objects/017b.jpg,stimuli/scenes/113b.jpg,stimuli/scenes/113a.jpg,target,lure,dist2,dist1,0,0,0,0,0,14,14,28,,,,,,,,,,,,,,,96.03467537,None,96.03467537,None,96.03467537,None,96.03467537,None,99.01004769,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,SZÖCSKE UTCA,stimuli/objects/057a.jpg,object,0,stimuli/objects/057a.jpg,stimuli/objects/057b.jpg,stimuli/objects/057a.jpg,stimuli/scenes/045b.jpg,stimuli/scenes/045a.jpg,lure,target,dist2,dist1,0,0,0,0,0,15,15,14,,,,,,,,,,,,,,,100.0276065,None,100.0276065,None,100.0276065,None,100.0276065,None,103.0263503,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TRIATLON UTCA,stimuli/objects/119a.jpg,object,2,stimuli/scenes/018a.jpg,stimuli/objects/017a.jpg,stimuli/objects/017b.jpg,stimuli/scenes/018b.jpg,stimuli/scenes/018a.jpg,dist1,dist2,lure,target,0,0,0,0,0,16,16,75,,,,,,,,,,,,,,,104.0598765,None,104.0598765,None,104.0598765,None,104.0598765,None,107.050625,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,ÁRNYÉK UTCA,stimuli/scenes/088a.jpg,scene,0,stimuli/scenes/088a.jpg,stimuli/scenes/088a.jpg,stimuli/objects/038a.jpg,stimuli/objects/038b.jpg,stimuli/scenes/088b.jpg,target,dist1,dist2,lure,0,0,0,0,0,17,17,42,,,,,,,,,,,,,,,108.0638969,None,108.0638969,None,108.0638969,None,108.0638969,None,111.059749,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,PADLÓ UTCA,stimuli/objects/053a.jpg,object,0,stimuli/objects/053a.jpg,stimuli/objects/053a.jpg,stimuli/objects/053b.jpg,stimuli/objects/064b.jpg,stimuli/objects/064a.jpg,target,lure,dist2,dist1,0,0,0,0,0,18,18,74,,,,,,,,,,,,,,,112.1028527,None,112.1028527,None,112.1028527,None,112.1028527,None,115.0736995,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,FECSKE UTCA,stimuli/objects/106a.jpg,object,2,stimuli/scenes/051a.jpg,stimuli/scenes/116b.jpg,stimuli/scenes/051b.jpg,stimuli/scenes/116a.jpg,stimuli/scenes/051a.jpg,dist2,lure,dist1,target,0,0,0,0,0,19,19,49,,,,,,,,,,,,,,,116.0964435,None,116.0964435,None,116.0964435,None,116.0964435,None,119.0794905,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KOKTÉL UTCA,stimuli/scenes/106a.jpg,scene,1,stimuli/scenes/096a.jpg,stimuli/scenes/096a.jpg,stimuli/scenes/096b.jpg,stimuli/objects/042a.jpg,stimuli/objects/042b.jpg,target,lure,dist1,dist2,0,0,0,0,0,20,20,44,,,,,,,,,,,,,,,120.0994867,None,120.0994867,None,120.0994867,None,120.0994867,None,123.0828217,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,ZSEMLE UTCA,stimuli/objects/035a.jpg,object,2,stimuli/scenes/100a.jpg,stimuli/objects/120a.jpg,stimuli/scenes/100b.jpg,stimuli/objects/120b.jpg,stimuli/scenes/100a.jpg,dist1,lure,dist2,target,0,0,0,0,0,21,21,27,,,,,,,,,,,,,,,124.1317169,None,124.1317169,None,124.1317169,None,124.1317169,None,127.1052748,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,ÁLOM UTCA,stimuli/scenes/031a.jpg,scene,1,stimuli/scenes/114a.jpg,stimuli/scenes/114b.jpg,stimuli/scenes/080b.jpg,stimuli/scenes/114a.jpg,stimuli/scenes/080a.jpg,lure,dist2,target,dist1,0,0,0,0,0,22,22,15,,,,,,,,,,,,,,,128.1357513,None,128.1357513,None,128.1357513,None,128.1357513,None,131.1065163,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KIRAKÓ UTCA,stimuli/scenes/021a.jpg,scene,1,stimuli/scenes/020a.jpg,stimuli/objects/022b.jpg,stimuli/objects/022a.jpg,stimuli/scenes/020a.jpg,stimuli/scenes/020b.jpg,dist2,dist1,target,lure,0,0,0,0,0,23,23,59,,,,,,,,,,,,,,,132.1642028,None,132.1642028,None,132.1642028,None,132.1642028,None,135.1260581,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,BONBON UTCA,stimuli/scenes/022a.jpg,scene,0,stimuli/scenes/022a.jpg,stimuli/scenes/022a.jpg,stimuli/scenes/022b.jpg,stimuli/scenes/018a.jpg,stimuli/scenes/018b.jpg,target,lure,dist1,dist2,0,0,0,0,0,24,24,43,,,,,,,,,,,,,,,136.1444893,None,136.1444893,None,136.1444893,None,136.1444893,None,139.1424849,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,RIBIZLI UTCA,stimuli/scenes/017a.jpg,scene,0,stimuli/scenes/017a.jpg,stimuli/scenes/068b.jpg,stimuli/scenes/017a.jpg,stimuli/scenes/068a.jpg,stimuli/scenes/017b.jpg,dist2,target,dist1,lure,0,0,0,0,0,25,25,37,,,,,,,,,,,,,,,140.1616895,None,140.1616895,None,140.1616895,None,140.1616895,None,143.1559592,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,BÚJÓCSKA UTCA,stimuli/objects/025a.jpg,object,2,stimuli/scenes/001a.jpg,stimuli/scenes/096b.jpg,stimuli/scenes/001a.jpg,stimuli/scenes/096a.jpg,stimuli/scenes/001b.jpg,dist2,target,dist1,lure,0,0,0,0,0,26,26,7,,,,,,,,,,,,,,,144.1840795,None,144.1840795,None,144.1840795,None,144.1840795,None,147.1577273,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KESELYŰ UTCA,stimuli/scenes/027a.jpg,scene,2,stimuli/objects/101a.jpg,stimuli/scenes/044a.jpg,stimuli/objects/101a.jpg,stimuli/objects/101b.jpg,stimuli/scenes/044b.jpg,dist1,target,lure,dist2,0,0,0,0,0,27,27,4,,,,,,,,,,,,,,,148.1880871,None,148.1880871,None,148.1880871,None,148.1880871,None,151.1745739,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TENISZ UTCA,stimuli/objects/089a.jpg,object,2,stimuli/scenes/120a.jpg,stimuli/objects/040a.jpg,stimuli/objects/040b.jpg,stimuli/scenes/120b.jpg,stimuli/scenes/120a.jpg,dist1,dist2,lure,target,0,0,0,0,0,28,28,0,,,,,,,,,,,,,,,152.2219514,None,152.2219514,None,152.2219514,None,152.2219514,None,155.1751502,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,LEPKE UTCA,stimuli/scenes/046a.jpg,scene,0,stimuli/scenes/046a.jpg,stimuli/scenes/094a.jpg,stimuli/scenes/046a.jpg,stimuli/scenes/046b.jpg,stimuli/scenes/094b.jpg,dist1,target,lure,dist2,0,0,0,0,0,29,29,61,,,,,,,,,,,,,,,156.2142232,None,156.2142232,None,156.2142232,None,156.2142232,None,159.1911596,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,SZIKLA UTCA,stimuli/objects/077a.jpg,object,1,stimuli/objects/072a.jpg,stimuli/scenes/017b.jpg,stimuli/objects/072a.jpg,stimuli/scenes/017a.jpg,stimuli/objects/072b.jpg,dist2,target,dist1,lure,0,0,0,0,0,30,30,1,,,,,,,,,,,,,,,160.2261581,None,160.2261581,None,160.2261581,None,160.2261581,None,163.1991213,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,GYŰRŰ UTCA,stimuli/scenes/007a.jpg,scene,0,stimuli/scenes/007a.jpg,stimuli/scenes/076a.jpg,stimuli/scenes/007b.jpg,stimuli/scenes/007a.jpg,stimuli/scenes/076b.jpg,dist1,lure,target,dist2,0,0,0,0,0,31,31,76,,,,,,,,,,,,,,,164.2550235,None,164.2550235,None,164.2550235,None,164.2550235,None,167.2077026,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TÖLCSÉR UTCA,stimuli/scenes/068a.jpg,scene,0,stimuli/scenes/068a.jpg,stimuli/objects/039a.jpg,stimuli/scenes/068a.jpg,stimuli/scenes/068b.jpg,stimuli/objects/039b.jpg,dist1,target,lure,dist2,0,0,0,0,0,32,32,46,,,,,,,,,,,,,,,168.2358686,None,168.2358686,None,168.2358686,None,168.2358686,None,171.2231233,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KÖTÉNY UTCA,stimuli/scenes/108a.jpg,scene,2,stimuli/objects/066a.jpg,stimuli/objects/072b.jpg,stimuli/objects/072a.jpg,stimuli/objects/066b.jpg,stimuli/objects/066a.jpg,dist2,dist1,lure,target,0,0,0,0,0,33,33,36,,,,,,,,,,,,,,,172.2464161,None,172.2464161,None,172.2464161,None,172.2464161,None,175.2232017,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,MENTA UTCA,stimuli/objects/088a.jpg,object,1,stimuli/objects/054a.jpg,stimuli/scenes/088b.jpg,stimuli/scenes/088a.jpg,stimuli/objects/054b.jpg,stimuli/objects/054a.jpg,dist2,dist1,lure,target,0,0,0,0,0,34,34,26,,,,,,,,,,,,,,,176.248117,None,176.248117,None,176.248117,None,176.248117,None,179.2297378,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022_Jun_16_0904,Hippopolis_Learning,2021.1.4,59.99488753
